Q,SQ
2.37521725,0.711827
2.378275278,0.704262
2.381333234,0.698291
2.384391118,0.693013
2.387448929,0.686974
2.390506667,0.681579
2.393564333,0.67736
2.396621925,0.672874
2.399679445,0.668146
2.402736891,0.663148
2.405794264,0.657457
2.408851564,0.652033
2.411908791,0.647715
2.414965944,0.643583
2.418023024,0.639481
2.421080029,0.637009
2.424136962,0.635334
2.42719382,0.633227
2.430250604,0.631369
2.433307315,0.629246
2.436363951,0.626318
2.439420513,0.623187
2.442477,0.620523
2.445533414,0.617638
2.448589752,0.614125
2.451646017,0.610769
2.454702206,0.607901
2.457758321,0.605914
2.460814361,0.603924
2.463870326,0.601098
2.466926216,0.598397
2.46998203,0.596422
2.47303777,0.594678
2.476093434,0.591936
2.479149023,0.588589
2.482204536,0.586054
2.485259973,0.584516
2.488315335,0.583704
2.491370621,0.582875
2.494425831,0.582096
2.497480966,0.581672
2.500536024,0.5808
2.503591006,0.579459
2.506645911,0.578071
2.509700741,0.576686
2.512755494,0.574946
2.51581017,0.572476
2.51886477,0.570177
2.521919293,0.568834
2.524973739,0.568327
2.528028108,0.568237
2.5310824,0.568166
2.534136615,0.568293
2.537190753,0.568971
2.540244814,0.570399
2.543298797,0.571435
2.546352703,0.570916
2.549406531,0.570314
2.552460282,0.570166
2.555513955,0.569084
2.55856755,0.567471
2.561621067,0.565995
2.564674506,0.564953
2.567727866,0.565054
2.570781149,0.56616
2.573834353,0.567545
2.576887479,0.568578
2.579940527,0.569935
2.582993496,0.571547
2.586046386,0.57228
2.589099197,0.572911
2.59215193,0.573927
2.595204583,0.575319
2.598257158,0.576837
2.601309653,0.577587
2.604362069,0.578471
2.607414406,0.579616
2.610466664,0.579888
2.613518841,0.579925
2.61657094,0.580366
2.619622958,0.581014
2.622674897,0.581873
2.625726756,0.583147
2.628778535,0.584385
2.631830233,0.584902
2.634881852,0.585829
2.63793339,0.587232
2.640984848,0.588284
2.644036226,0.590108
2.647087523,0.592595
2.650138739,0.59487
2.653189875,0.597217
2.65624093,0.599389
2.659291903,0.600645
2.662342796,0.600534
2.665393608,0.599532
2.668444339,0.599007
2.671494988,0.599816
2.674545556,0.601615
2.677596042,0.603778
2.680646447,0.60639
2.683696771,0.609713
2.686747012,0.612936
2.689797172,0.615342
2.692847249,0.616906
2.695897245,0.617239
2.698947159,0.617022
2.70199699,0.6174
2.705046739,0.618182
2.708096406,0.618493
2.71114599,0.618943
2.714195491,0.620547
2.71724491,0.622367
2.720294246,0.624255
2.7233435,0.626854
2.72639267,0.629567
2.729441757,0.631662
2.732490761,0.633391
2.735539682,0.635177
2.73858852,0.636382
2.741637274,0.637223
2.744685944,0.63813
2.747734531,0.638615
2.750783035,0.639687
2.753831454,0.6424
2.75687979,0.646055
2.759928041,0.64915
2.762976209,0.651259
2.766024292,0.653022
2.769072291,0.653907
2.772120206,0.653583
2.775168037,0.653173
2.778215782,0.653571
2.781263444,0.654778
2.78431102,0.656402
2.787358512,0.658134
2.790405918,0.659721
2.79345324,0.661656
2.796500477,0.663985
2.799547628,0.66589
2.802594694,0.667753
2.805641675,0.670129
2.80868857,0.672503
2.81173538,0.674023
2.814782104,0.674608
2.817828743,0.675228
2.820875295,0.677357
2.823921762,0.6815
2.826968142,0.686411
2.830014437,0.690695
2.833060645,0.693646
2.836106767,0.695221
2.839152803,0.696424
2.842198752,0.697686
2.845244614,0.69853
2.84829039,0.700242
2.851336079,0.703992
2.854381681,0.708303
2.857427197,0.712292
2.860472625,0.715616
2.863517966,0.717433
2.86656322,0.718713
2.869608386,0.720843
2.872653466,0.722975
2.875698457,0.724548
2.878743361,0.726643
2.881788178,0.728437
2.884832906,0.729321
2.887877547,0.730498
2.890922099,0.731779
2.893966564,0.73296
2.897010941,0.734939
2.900055229,0.737769
2.903099429,0.740861
2.90614354,0.744115
2.909187563,0.746852
2.912231497,0.748598
2.915275343,0.750268
2.9183191,0.751851
2.921362768,0.752909
2.924406347,0.754847
2.927449836,0.758536
2.930493237,0.762639
2.933536549,0.766797
2.936579771,0.77065
2.939622903,0.772612
2.942665946,0.773989
2.9457089,0.7763
2.948751763,0.778174
2.951794537,0.779491
2.954837221,0.7818
2.957879815,0.785074
2.960922319,0.787906
2.963964732,0.790422
2.967007056,0.792901
2.970049289,0.794773
2.973091431,0.797077
2.976133483,0.799928
2.979175444,0.802457
2.982217315,0.805575
2.985259094,0.80976
2.988300783,0.814555
2.991342381,0.819385
2.994383887,0.822957
2.997425303,0.824662
3.000466627,0.825687
3.003507859,0.826367
3.006549001,0.82609
3.00959005,0.826133
3.012631008,0.827685
3.015671874,0.831238
3.018712648,0.836702
3.021753331,0.841814
3.024793921,0.845074
3.027834419,0.847115
3.030874825,0.849084
3.033915138,0.850917
3.03695536,0.8523
3.039995488,0.853859
3.043035524,0.855311
3.046075468,0.857469
3.049115318,0.860582
3.052155076,0.862774
3.05519474,0.864951
3.058234312,0.867958
3.061273791,0.870495
3.064313176,0.873675
3.067352468,0.878662
3.070391666,0.884821
3.073430771,0.891796
3.076469782,0.89894
3.0795087,0.905485
3.082547524,0.911873
3.085586253,0.919234
3.088624889,0.92685
3.091663431,0.932213
3.094701879,0.93426
3.097740232,0.934082
3.100778491,0.933483
3.103816655,0.933265
3.106854725,0.932054
3.109892701,0.92982
3.112930581,0.92874
3.115968367,0.929404
3.119006058,0.930234
3.122043654,0.928893
3.125081154,0.925462
3.12811856,0.922624
3.13115587,0.921036
3.134193085,0.919631
3.137230205,0.918723
3.140267228,0.919217
3.143304157,0.920883
3.146340989,0.922963
3.149377726,0.924678
3.152414366,0.925827
3.155450911,0.928119
3.158487359,0.931044
3.161523712,0.93187
3.164559968,0.931211
3.167596127,0.931039
3.17063219,0.931916
3.173668157,0.933007
3.176704027,0.933372
3.1797398,0.934037
3.182775476,0.935458
3.185811055,0.936904
3.188846537,0.937648
3.191881922,0.937726
3.19491721,0.938322
3.197952401,0.938816
3.200987494,0.938857
3.204022489,0.939056
3.207057387,0.93957
3.210092188,0.941777
3.21312689,0.945179
3.216161495,0.947849
3.219196001,0.950228
3.22223041,0.953199
3.225264721,0.955922
3.228298933,0.956928
3.231333047,0.955874
3.234367062,0.953836
3.237400979,0.951987
3.240434797,0.950969
3.243468517,0.950398
3.246502138,0.949475
3.249535659,0.949238
3.252569082,0.950732
3.255602406,0.952883
3.258635631,0.954263
3.261668756,0.954627
3.264701782,0.955369
3.267734709,0.956951
3.270767536,0.958439
3.273800263,0.960191
3.276832891,0.961795
3.279865419,0.962874
3.282897847,0.964523
3.285930175,0.966511
3.288962402,0.967832
3.29199453,0.968224
3.295026558,0.967945
3.298058485,0.967557
3.301090311,0.967733
3.304122037,0.969275
3.307153662,0.971433
3.310185187,0.973399
3.313216611,0.976867
3.316247934,0.981535
3.319279155,0.985029
3.322310276,0.986976
3.325341296,0.988493
3.328372214,0.991432
3.331403031,0.995668
3.334433746,0.999641
3.33746436,1.003178
3.340494872,1.005773
3.343525282,1.007993
3.346555591,1.010074
3.349585797,1.011386
3.352615902,1.013281
3.355645904,1.016239
3.358675804,1.019957
3.361705602,1.023561
3.364735298,1.026407
3.367764891,1.029588
3.370794381,1.033014
3.373823769,1.036519
3.376853054,1.040203
3.379882236,1.043349
3.382911315,1.046206
3.385940291,1.049591
3.388969164,1.053207
3.391997933,1.056321
3.3950266,1.059667
3.398055163,1.064145
3.401083622,1.069528
3.404111978,1.074667
3.40714023,1.078126
3.410168378,1.080052
3.413196423,1.081693
3.416224363,1.084779
3.4192522,1.089476
3.422279932,1.094402
3.42530756,1.099241
3.428335084,1.104174
3.431362503,1.109751
3.434389818,1.1152
3.437417028,1.119642
3.440444133,1.123657
3.443471134,1.127613
3.44649803,1.13215
3.44952482,1.137494
3.452551506,1.143172
3.455578086,1.147705
3.458604561,1.150163
3.461630931,1.152238
3.464657196,1.154843
3.467683355,1.157836
3.470709408,1.162029
3.473735355,1.167371
3.476761197,1.173546
3.479786933,1.180968
3.482812563,1.187937
3.485838086,1.192405
3.488863504,1.194767
3.491888815,1.196674
3.49491402,1.199373
3.497939118,1.202607
3.50096411,1.206848
3.503988995,1.213045
3.507013774,1.220726
3.510038445,1.227709
3.51306301,1.232167
3.516087468,1.235286
3.519111818,1.23767
3.522136062,1.239587
3.525160198,1.242183
3.528184226,1.244326
3.531208148,1.246006
3.534231961,1.248818
3.537255667,1.252325
3.540279266,1.255658
3.543302756,1.258802
3.546326138,1.261975
3.549349413,1.26448
3.552372579,1.266424
3.555395637,1.269177
3.558418587,1.272482
3.561441429,1.276752
3.564464162,1.282195
3.567486786,1.288097
3.570509302,1.294561
3.573531709,1.29982
3.576554007,1.303129
3.579576196,1.305613
3.582598276,1.307634
3.585620247,1.309279
3.588642108,1.311082
3.591663861,1.313861
3.594685504,1.316506
3.597707037,1.31883
3.600728461,1.321372
3.603749775,1.322997
3.60677098,1.324548
3.609792074,1.3274
3.612813059,1.332261
3.615833934,1.339115
3.618854698,1.347257
3.621875352,1.356609
3.624895896,1.366086
3.627916329,1.37468
3.630936652,1.38079
3.633956865,1.382765
3.636976966,1.381772
3.639996957,1.379656
3.643016837,1.377901
3.646036606,1.376541
3.649056264,1.374765
3.652075811,1.373485
3.655095246,1.373178
3.65811457,1.37276
3.661133783,1.371303
3.664152884,1.368976
3.667171874,1.366395
3.670190752,1.363759
3.673209518,1.360741
3.676228172,1.358156
3.679246714,1.356951
3.682265144,1.356866
3.685283462,1.358523
3.688301668,1.360974
3.691319761,1.362922
3.694337742,1.365255
3.697355611,1.367177
3.700373366,1.367738
3.703391009,1.367593
3.70640854,1.367595
3.709425957,1.367795
3.712443261,1.3674
3.715460452,1.366456
3.71847753,1.364987
3.721494495,1.363778
3.724511347,1.363839
3.727528085,1.364123
3.730544709,1.364322
3.73356122,1.364655
3.736577617,1.364447
3.7395939,1.363654
3.742610069,1.36231
3.745626125,1.360953
3.748642066,1.361507
3.751657893,1.364333
3.754673606,1.366996
3.757689204,1.368034
3.760704688,1.368721
3.763720057,1.368728
3.766735312,1.366865
3.769750452,1.364734
3.772765477,1.362666
3.775780387,1.360602
3.778795182,1.360158
3.781809862,1.360887
3.784824427,1.360814
3.787838877,1.359708
3.790853211,1.359117
3.793867429,1.358719
3.796881533,1.357864
3.79989552,1.357864
3.802909392,1.35814
3.805923148,1.357787
3.808936788,1.357699
3.811950311,1.357968
3.814963719,1.357206
3.817977011,1.355207
3.820990186,1.353834
3.824003245,1.353488
3.827016187,1.352855
3.830029013,1.352146
3.833041722,1.351901
3.836054315,1.350997
3.83906679,1.349726
3.842079149,1.349819
3.84509139,1.349768
3.848103515,1.34818
3.851115522,1.346257
3.854127412,1.344182
3.857139184,1.341386
3.860150839,1.33789
3.863162377,1.334758
3.866173797,1.33315
3.869185099,1.334593
3.872196283,1.33933
3.875207349,1.344341
3.878218297,1.347634
3.881229127,1.349314
3.884239839,1.349374
3.887250432,1.347866
3.890260907,1.345383
3.893271264,1.342846
3.896281501,1.341597
3.899291621,1.342144
3.902301621,1.342715
3.905311503,1.343306
3.908321265,1.344365
3.911330909,1.344643
3.914340433,1.343877
3.917349838,1.342057
3.920359124,1.340175
3.923368291,1.338761
3.926377338,1.337441
3.929386265,1.336749
3.932395072,1.336545
3.93540376,1.336623
3.938412328,1.336993
3.941420776,1.337431
3.944429104,1.337778
3.947437312,1.336938
3.950445399,1.335477
3.953453366,1.335221
3.956461213,1.335411
3.959468939,1.335462
3.962476545,1.334966
3.96548403,1.333192
3.968491394,1.332071
3.971498637,1.332838
3.974505759,1.334344
3.977512761,1.335399
3.980519641,1.336363
3.983526399,1.337774
3.986533037,1.33873
3.989539553,1.339131
3.992545947,1.33846
3.99555222,1.336725
3.998558371,1.336082
4.0015644,1.336411
4.004570308,1.336208
4.007576093,1.335664
4.010581757,1.334661
4.013587298,1.33288
4.016592717,1.331829
4.019598013,1.332827
4.022603187,1.333709
4.025608239,1.333014
4.028613168,1.332448
4.031617974,1.331859
4.034622658,1.329884
4.037627218,1.326753
4.040631656,1.323123
4.04363597,1.320183
4.046640161,1.319167
4.049644229,1.320255
4.052648174,1.322305
4.055651995,1.324117
4.058655693,1.326629
4.061659267,1.329764
4.064662717,1.331174
4.067666044,1.330724
4.070669246,1.330084
4.073672325,1.329067
4.076675279,1.326392
4.07967811,1.322737
4.082680816,1.319782
4.085683397,1.317625
4.088685854,1.316136
4.091688187,1.315287
4.094690395,1.314704
4.097692478,1.315627
4.100694437,1.317955
4.10369627,1.318433
4.106697979,1.316121
4.109699562,1.312845
4.112701021,1.310443
4.115702354,1.309476
4.118703561,1.308812
4.121704643,1.307703
4.1247056,1.307046
4.127706431,1.307991
4.130707136,1.308033
4.133707715,1.305066
4.136708169,1.301192
4.139708496,1.297879
4.142708698,1.296226
4.145708773,1.295399
4.148708722,1.293661
4.151708544,1.291419
4.15470824,1.288775
4.15770781,1.285923
4.160707252,1.282396
4.163706568,1.278708
4.166705758,1.275884
4.16970482,1.273051
4.172703755,1.270238
4.175702563,1.267403
4.178701244,1.26491
4.181699798,1.263461
4.184698224,1.260982
4.187696523,1.257242
4.190694695,1.254894
4.193692738,1.253335
4.196690654,1.250698
4.199688442,1.248055
4.202686102,1.245827
4.205683634,1.243218
4.208681038,1.240314
4.211678314,1.236512
4.214675461,1.231737
4.21767248,1.228076
4.220669371,1.226691
4.223666133,1.225276
4.226662766,1.224151
4.229659271,1.225562
4.232655647,1.225277
4.235651894,1.220883
4.238648012,1.215775
4.241644,1.210978
4.24463986,1.206947
4.24763559,1.203905
4.250631191,1.20031
4.253626662,1.195781
4.256622004,1.191445
4.259617216,1.187388
4.262612298,1.182114
4.265607251,1.176573
4.268602073,1.173013
4.271596766,1.171411
4.274591328,1.169943
4.27758576,1.167348
4.280580062,1.164235
4.283574234,1.161195
4.286568275,1.158085
4.289562185,1.154955
