Q,SQ
4.292555965,1.152471
4.295549614,1.149776
4.298543132,1.146651
4.301536519,1.144172
4.304529775,1.141334
4.3075229,1.13805
4.310515894,1.135232
4.313508757,1.132728
4.316501488,1.129163
4.319494088,1.123425
4.322486556,1.116428
4.325478892,1.109312
4.328471097,1.10343
4.331463169,1.099441
4.33445511,1.096695
4.337446919,1.09423
4.340438596,1.091683
4.34343014,1.089748
4.346421552,1.086644
4.349412832,1.081803
4.352403979,1.077401
4.355394994,1.073621
4.358385876,1.070391
4.361376625,1.067792
4.364367242,1.065132
4.367357725,1.061715
4.370348076,1.058065
4.373338293,1.055387
4.376328377,1.052968
4.379318328,1.050034
4.382308145,1.047215
4.385297829,1.04436
4.388287379,1.04144
4.391276796,1.039116
4.394266078,1.037504
4.397255227,1.036014
4.400244242,1.033748
4.403233123,1.030921
4.40622187,1.027765
4.409210483,1.022528
4.412198961,1.015706
4.415187305,1.010409
4.418175515,1.006559
4.421163589,1.002945
4.42415153,1.000232
4.427139335,0.998461
4.430127006,0.996678
4.433114541,0.994604
4.436101942,0.990997
4.439089207,0.985553
4.442076337,0.980887
4.445063332,0.977234
4.448050192,0.973148
4.451036916,0.969057
4.454023504,0.966287
4.457009957,0.965018
4.459996274,0.964387
4.462982455,0.963746
4.4659685,0.962095
4.468954409,0.960072
4.471940182,0.958184
4.474925819,0.954346
4.477911319,0.94974
4.480896683,0.946006
4.483881911,0.941982
4.486867002,0.938553
4.489851956,0.936656
4.492836773,0.936238
4.495821454,0.937041
4.498805998,0.937188
4.501790404,0.935075
4.504774674,0.931949
4.507758806,0.93044
4.510742801,0.929806
4.513726659,0.927716
4.516710379,0.924807
4.519693961,0.922797
4.522677406,0.922786
4.525660713,0.923083
4.528643882,0.921492
4.531626913,0.918883
4.534609807,0.916007
4.537592562,0.913875
4.540575178,0.912363
4.543557657,0.908665
4.546539997,0.903822
4.549522199,0.901367
4.552504262,0.900778
4.555486186,0.900162
4.558467972,0.899487
4.561449618,0.898694
4.564431126,0.897269
4.567412495,0.896115
4.570393724,0.895622
4.573374815,0.894279
4.576355766,0.892342
4.579336578,0.890836
4.58231725,0.888988
4.585297782,0.886161
4.588278175,0.882632
4.591258428,0.879217
4.594238542,0.876703
4.597218515,0.875138
4.600198348,0.874305
4.603178041,0.873016
4.606157594,0.870524
4.609137007,0.869908
4.612116279,0.871828
4.615095411,0.87265
4.618074402,0.873377
4.621053253,0.875182
4.624031962,0.876271
4.627010531,0.876378
4.629988959,0.874785
4.632967246,0.871614
4.635945392,0.868328
4.638923396,0.866545
4.641901259,0.865324
4.644878981,0.862436
4.647856562,0.859933
4.650834,0.859154
4.653811297,0.858407
4.656788453,0.856697
4.659765466,0.854939
4.662742338,0.854583
4.665719067,0.855057
4.668695654,0.855527
4.6716721,0.855583
4.674648402,0.855366
4.677624563,0.855473
4.680600581,0.855921
4.683576456,0.855064
4.686552189,0.851999
4.689527779,0.848719
4.692503226,0.846853
4.69547853,0.84701
4.698453691,0.847512
4.701428709,0.847756
4.704403584,0.849684
4.707378315,0.851993
4.710352903,0.852927
4.713327348,0.851767
4.716301649,0.849387
4.719275806,0.847657
4.72224982,0.846458
4.72522369,0.84667
4.728197415,0.847437
4.731170997,0.848226
4.734144435,0.84986
4.737117728,0.850153
4.740090877,0.849364
4.743063882,0.84882
4.746036742,0.84849
4.749009458,0.847726
4.751982029,0.84496
4.754954455,0.841984
4.757926737,0.840242
4.760898873,0.839483
4.763870865,0.840691
4.766842711,0.843955
4.769814412,0.849124
4.772785968,0.855604
4.775757379,0.861109
4.778728643,0.863333
4.781699763,0.862
4.784670737,0.85883
4.787641565,0.855499
4.790612247,0.852831
4.793582783,0.851366
4.796553173,0.851131
4.799523417,0.851123
4.802493515,0.851145
4.805463467,0.850991
4.808433272,0.849811
4.811402931,0.848205
4.814372443,0.84671
4.817341809,0.844851
4.820311027,0.84188
4.823280099,0.838434
4.826249024,0.83572
4.829217802,0.833955
4.832186433,0.832864
4.835154917,0.832139
4.838123253,0.832912
4.841091442,0.83579
4.844059484,0.8386
4.847027378,0.839342
4.849995124,0.838819
4.852962723,0.83888
4.855930174,0.839108
4.858897477,0.839353
4.861864632,0.839908
4.864831638,0.839645
4.867798497,0.839302
4.870765207,0.838992
4.873731769,0.838224
4.876698183,0.837463
4.879664448,0.836388
4.882630564,0.835751
4.885596531,0.836454
4.88856235,0.838856
4.89152802,0.842206
4.894493541,0.844273
4.897458912,0.843859
4.900424135,0.841493
4.903389208,0.839751
4.906354132,0.838469
4.909318906,0.835985
4.912283531,0.835055
4.915248006,0.835887
4.918212332,0.835326
4.921176508,0.83345
4.924140533,0.83146
4.927104409,0.828997
4.930068135,0.826329
4.93303171,0.825198
4.935995136,0.82554
4.938958411,0.82627
4.941921535,0.826883
4.944884509,0.825444
4.947847332,0.82192
4.950810005,0.819848
4.953772526,0.820701
4.956734897,0.82246
4.959697117,0.824339
4.962659186,0.826569
4.965621103,0.827703
4.96858287,0.826781
4.971544485,0.824434
4.974505948,0.821771
4.97746726,0.820094
4.980428421,0.820112
4.983389429,0.821907
4.986350286,0.824762
4.989310991,0.827117
4.992271544,0.828081
4.995231945,0.826841
4.998192194,0.823266
5.00115229,0.819371
5.004112235,0.816735
5.007072026,0.814851
5.010031665,0.81377
5.012991152,0.815388
5.015950486,0.819197
5.018909667,0.822858
5.021868695,0.825891
5.02482757,0.82676
5.027786293,0.824022
5.030744862,0.820676
5.033703277,0.818557
5.03666154,0.815691
5.039619649,0.812327
5.042577604,0.810554
5.045535406,0.810332
5.048493054,0.810891
5.051450549,0.811519
5.054407889,0.810817
5.057365076,0.80974
5.060322108,0.809894
5.063278987,0.809561
5.066235711,0.807528
5.069192281,0.805153
5.072148696,0.803557
5.075104957,0.803616
5.078061063,0.80554
5.081017015,0.808327
5.083972812,0.810989
5.086928453,0.813377
5.08988394,0.814983
5.092839272,0.815423
5.095794449,0.815099
5.098749471,0.813088
5.101704337,0.809033
5.104659048,0.806213
5.107613603,0.806459
5.110568003,0.807196
5.113522247,0.806918
5.116476335,0.806666
5.119430268,0.807272
5.122384044,0.807282
5.125337665,0.805268
5.128291129,0.801478
5.131244437,0.797426
5.134197589,0.794399
5.137150585,0.791725
5.140103424,0.789172
5.143056106,0.787519
5.146008632,0.787473
5.148961001,0.788596
5.151913213,0.790147
5.154865268,0.791958
5.157817166,0.793394
5.160768907,0.795037
5.163720491,0.796272
5.166671917,0.796104
5.169623187,0.795701
5.172574298,0.795014
5.175525252,0.7946
5.178476049,0.795935
5.181426687,0.798362
5.184377168,0.799632
5.187327491,0.799068
5.190277656,0.798252
5.193227663,0.797991
5.196177512,0.797351
5.199127202,0.795082
5.202076734,0.791443
5.205026107,0.788701
5.207975322,0.78769
5.210924379,0.786195
5.213873276,0.783251
5.216822015,0.780618
5.219770595,0.779297
5.222719016,0.77855
5.225667277,0.777566
5.22861538,0.776904
5.231563323,0.777631
5.234511107,0.7794
5.237458732,0.78102
5.240406196,0.781277
5.243353502,0.780279
5.246300647,0.779997
5.249247633,0.780764
5.252194459,0.780826
5.255141125,0.779559
5.258087631,0.778695
5.261033976,0.779218
5.263980162,0.779649
5.266926187,0.779319
5.269872051,0.77888
5.272817755,0.778488
5.275763299,0.777805
5.278708681,0.77672
5.281653903,0.775995
5.284598964,0.775774
5.287543864,0.77599
5.290488603,0.777486
5.293433181,0.780065
5.296377598,0.783109
5.299321853,0.786397
5.302265947,0.788922
5.305209879,0.789228
5.30815365,0.787266
5.311097259,0.784714
5.314040706,0.782551
5.316983991,0.780037
5.319927114,0.777771
5.322870076,0.777444
5.325812875,0.778618
5.328755512,0.780045
5.331697986,0.781832
5.334640299,0.783862
5.337582448,0.785657
5.340524435,0.786288
5.34346626,0.785728
5.346407921,0.786612
5.34934942,0.790178
5.352290756,0.795477
5.355231929,0.801047
5.358172939,0.805192
5.361113785,0.80734
5.364054468,0.807636
5.366994988,0.806605
5.369935344,0.80371
5.372875537,0.79801
5.375815566,0.791951
5.378755431,0.788635
5.381695132,0.788374
5.38463467,0.790512
5.387574043,0.793585
5.390513253,0.79635
5.393452298,0.799668
5.396391179,0.803166
5.399329895,0.804013
5.402268447,0.800792
5.405206834,0.79576
5.408145057,0.791931
5.411083115,0.789735
5.414021008,0.789641
5.416958737,0.792141
5.4198963,0.795711
5.422833698,0.799945
5.425770931,0.803429
5.428707999,0.803626
5.431644901,0.80207
5.434581638,0.800218
5.437518209,0.796707
5.440454615,0.793583
5.443390855,0.794474
5.446326929,0.798362
5.449262837,0.803133
5.452198579,0.808448
5.455134156,0.813057
5.458069566,0.816042
5.461004809,0.817973
5.463939887,0.818299
5.466874798,0.816515
5.469809542,0.814742
5.47274412,0.813844
5.475678531,0.813478
5.478612775,0.814897
5.481546852,0.817144
5.484480763,0.819014
5.487414506,0.821553
5.490348082,0.824043
5.493281491,0.825984
5.496214733,0.829117
5.499147807,0.832036
5.502080714,0.832344
5.505013453,0.832599
5.507946024,0.834541
5.510878428,0.836155
5.513810663,0.836718
5.516742731,0.837763
5.519674631,0.840578
5.522606363,0.844884
5.525537926,0.84938
5.528469321,0.851273
5.531400547,0.850151
5.534331606,0.848286
5.537262495,0.845247
5.540193216,0.841089
5.543123768,0.838443
5.546054151,0.839212
5.548984366,0.843455
5.551914411,0.849629
5.554844287,0.855658
5.557773994,0.860827
5.560703532,0.865923
5.5636329,0.869143
5.566562099,0.868281
5.569491128,0.866588
5.572419987,0.866831
5.575348677,0.866483
5.578277197,0.864686
5.581205547,0.864172
5.584133727,0.865484
5.587061737,0.867866
5.589989577,0.87248
5.592917246,0.879161
5.595844745,0.886474
5.598772074,0.894553
5.601699232,0.901576
5.604626219,0.905078
5.607553036,0.906585
5.610479682,0.907125
5.613406157,0.905253
5.616332461,0.900607
5.619258594,0.895103
5.622184556,0.891185
5.625110346,0.889406
5.628035965,0.889312
5.630961413,0.889551
5.633886689,0.891352
5.636811794,0.896204
5.639736727,0.900557
5.642661488,0.903425
5.645586077,0.905757
5.648510494,0.906744
5.651434739,0.907339
5.654358812,0.908989
5.657282713,0.910673
5.660206441,0.910823
5.663129997,0.91128
5.66605338,0.912254
5.668976591,0.912838
5.67189963,0.914924
5.674822495,0.917534
5.677745187,0.92034
5.680667707,0.925107
5.683590054,0.931781
5.686512227,0.938061
5.689434227,0.942509
5.692356054,0.947226
5.695277708,0.950657
5.698199188,0.951554
5.701120494,0.952239
5.704041627,0.9534
5.706962586,0.954648
5.709883371,0.954306
5.712803982,0.952882
5.715724419,0.951135
5.718644682,0.948554
5.721564771,0.946562
5.724484686,0.944054
5.727404426,0.94134
5.730323992,0.941949
5.733243383,0.945374
5.736162599,0.947926
5.739081641,0.948729
5.742000508,0.950868
5.7449192,0.954984
5.747837717,0.958771
5.750756059,0.961689
5.753674226,0.965423
5.756592218,0.969727
5.759510034,0.972766
5.762427675,0.974274
5.76534514,0.974553
5.768262429,0.974307
5.771179543,0.974132
5.774096481,0.973744
5.777013244,0.973397
5.77992983,0.974401
5.78284624,0.976769
5.785762474,0.978956
5.788678532,0.981805
5.791594413,0.986199
5.794510118,0.989828
5.797425647,0.991695
5.800340998,0.992517
5.803256174,0.992734
5.806171172,0.993112
5.809085994,0.993595
5.812000638,0.992587
5.814915106,0.991219
5.817829396,0.99183
5.820743509,0.99265
5.823657445,0.992488
5.826571204,0.993573
5.829484785,0.995703
5.832398188,0.997609
5.835311414,1.000744
5.838224462,1.004642
5.841137332,1.007291
5.844050024,1.008941
5.846962538,1.009838
5.849874875,1.009895
5.852787032,1.011465
5.855699012,1.016977
5.858610813,1.024463
5.861522436,1.03127
5.86443388,1.037054
5.867345146,1.039502
5.870256233,1.03758
5.873167141,1.033925
5.87607787,1.029777
5.87898842,1.02559
5.881898791,1.022013
5.884808983,1.019968
5.887718996,1.021124
5.890628829,1.024712
5.893538483,1.028944
5.896447957,1.033042
5.899357252,1.036667
5.902266367,1.039836
5.905175302,1.041794
5.908084057,1.043168
5.910992632,1.043314
5.913901028,1.041109
5.916809243,1.040447
5.919717278,1.043048
5.922625132,1.046097
5.925532806,1.047787
5.9284403,1.047316
5.931347613,1.044632
5.934254746,1.04161
5.937161697,1.040409
5.940068468,1.041334
5.942975058,1.043588
5.945881466,1.047386
5.948787694,1.052865
5.951693741,1.05787
5.954599606,1.061673
5.957505289,1.064033
5.960410792,1.063852
5.963316112,1.062764
5.966221252,1.061023
5.969126209,1.059678
5.972030984,1.060717
5.974935578,1.062226
5.977839989,1.063605
5.980744219,1.065855
5.983648266,1.069542
5.986552131,1.073424
5.989455814,1.075944
5.992359314,1.078193
5.995262632,1.080309
5.998165767,1.081819
6.001068719,1.082513
6.003971489,1.081555
6.006874075,1.079608
6.009776479,1.078237
6.0126787,1.077288
6.015580737,1.076794
6.018482591,1.077402
6.021384262,1.079461
6.024285749,1.083226
6.027187053,1.086689
6.030088174,1.088502
6.03298911,1.089761
6.035889863,1.09079
6.038790432,1.091017
6.041690817,1.090034
6.044591018,1.088842
6.047491035,1.088678
6.050390868,1.089338
6.053290516,1.091015
6.05618998,1.094384
6.059089259,1.09834
6.061988354,1.101989
6.064887265,1.105723
6.06778599,1.108517
6.070684531,1.109961
6.073582887,1.110023
6.076481057,1.108013
6.079379043,1.1046
6.082276843,1.102086
6.085174458,1.101395
6.088071888,1.101619
6.090969133,1.104603
6.093866191,1.110293
6.096763065,1.114443
6.099659752,1.116655
6.102556254,1.117653
6.105452569,1.115149
6.108348699,1.110642
6.111244643,1.106957
6.1141404,1.102804
6.117035972,1.100647
6.119931357,1.104729
6.122826555,1.111424
6.125721567,1.116202
6.128616393,1.119778
6.131511031,1.122467
6.134405483,1.121811
6.137299748,1.118739
6.140193827,1.117453
6.143087718,1.116922
6.145981422,1.116319
6.148874938,1.117971
6.151768268,1.120462
6.15466141,1.122112
6.157554364,1.122341
6.160447131,1.121028
6.163339711,1.118872
6.166232102,1.117096
6.169124306,1.117985
6.172016322,1.12056
6.17490815,1.122735
6.17779979,1.124638
6.180691241,1.126607
6.183582504,1.129032
6.186473579,1.132079
6.189364466,1.136035
6.192255164,1.139351
6.195145673,1.140431
6.198035993,1.140276
6.200926125,1.139627
6.203816068,1.137877
6.206705822,1.135017
6.209595387,1.132778
6.212484763,1.132009
6.215373949,1.132788
6.218262946,1.13491
6.221151754,1.135703
6.224040372,1.134553
6.226928801,1.134266
6.229817039,1.134747
6.232705089,1.135353
6.235592948,1.137494
6.238480617,1.140221
6.241368096,1.142544
6.244255386,1.146076
6.247142485,1.150217
6.250029393,1.151464
6.252916112,1.14962
6.255802639,1.14715
6.258688977,1.142838
6.261575123,1.136104
6.264461079,1.130321
6.267346844,1.127007
6.270232418,1.126532
6.273117801,1.128855
6.276002993,1.130965
6.278887994,1.131838
6.281772804,1.133547
6.284657422,1.135657
6.287541849,1.136518
6.290426084,1.137277
6.293310127,1.13951
6.296193979,1.141441
6.299077639,1.141227
6.301961108,1.139186
6.304844384,1.135496
6.307727468,1.132141
6.31061036,1.130769
6.31349306,1.130747
6.316375568,1.132466
6.319257883,1.135478
6.322140005,1.138093
6.325021935,1.13901
6.327903673,1.137876
6.330785217,1.136096
6.333666569,1.134993
6.336547728,1.13509
6.339428694,1.136345
6.342309467,1.137754
6.345190046,1.138543
6.348070432,1.138032
6.350950625,1.136077
6.353830624,1.132286
6.35671043,1.12738
6.359590042,1.125512
6.362469461,1.127277
6.365348686,1.129631
6.368227716,1.131687
6.371106553,1.133178
6.373985196,1.133874
6.376863644,1.133252
6.379741899,1.130172
6.382619959,1.125844
6.385497824,1.124137
6.388375495,1.126558
6.391252971,1.129836
6.394130253,1.130587
6.39700734,1.129266
6.399884232,1.128182
6.402760929,1.12767
6.405637431,1.125868
6.408513738,1.12307
6.41138985,1.121534
6.414265766,1.121061
6.417141488,1.120738
6.420017013,1.120587
6.422892343,1.119175
6.425767477,1.116111
6.428642416,1.11402
6.431517159,1.113771
6.434391706,1.114516
6.437266057,1.116448
6.440140211,1.117993
6.44301417,1.117314
6.445887932,1.115883
6.448761498,1.113845
6.451634868,1.109247
6.454508041,1.103233
6.457381017,1.098524
6.460253797,1.096461
6.46312638,1.097803
6.465998766,1.101407
6.468870955,1.105391
6.471742947,1.110255
6.474614742,1.117998
6.477486339,1.126142
6.48035774,1.129396
6.483228943,1.129131
6.486099948,1.127984
6.488970756,1.124726
6.491841366,1.119848
6.494711779,1.114658
6.497581993,1.109554
6.50045201,1.106375
6.503321828,1.107493
6.506191449,1.110594
6.509060871,1.110917
6.511930095,1.109072
6.514799121,1.107871
6.517667948,1.107436
6.520536577,1.107203
6.523405007,1.106416
6.526273239,1.104516
6.529141271,1.102169
6.532009105,1.10054
6.53487674,1.099333
6.537744175,1.095877
6.540611412,1.090533
6.543478449,1.08663
6.546345287,1.085672
6.549211925,1.086419
6.552078365,1.086081
6.554944604,1.084568
6.557810644,1.08328
6.560676484,1.084281
6.563542124,1.087859
6.566407564,1.090728
6.569272804,1.092937
6.572137844,1.094822
6.575002684,1.096146
6.577867324,1.097383
6.580731763,1.095822
6.583596002,1.091469
6.58646004,1.086149
6.589323878,1.082353
6.592187514,1.082159
6.59505095,1.082431
6.597914186,1.082005
6.60077722,1.082142
6.603640053,1.082265
6.606502685,1.081729
6.609365115,1.079357
6.612227345,1.07561
6.615089373,1.071599
6.617951199,1.06817
6.620812824,1.068024
6.623674247,1.069465
6.626535469,1.069883
6.629396488,1.071483
6.632257306,1.073854
6.635117921,1.07415
6.637978335,1.071943
6.640838546,1.069291
6.643698555,1.066423
6.646558361,1.062143
6.649417965,1.059646
6.652277367,1.059043
6.655136566,1.056373
6.657995562,1.05338
6.660854355,1.051807
6.663712946,1.050207
6.666571333,1.049804
6.669429518,1.050926
6.672287499,1.051622
6.675145277,1.052231
6.678002852,1.053746
6.680860223,1.055425
6.683717391,1.056
6.686574355,1.055479
6.689431115,1.054682
6.692287672,1.054139
6.695144025,1.053433
6.698000173,1.051111
6.700856118,1.047434
6.703711859,1.043245
6.706567395,1.039727
6.709422728,1.038793
6.712277855,1.039862
6.715132779,1.041812
6.717987498,1.044365
6.720842012,1.046803
6.723696321,1.049094
6.726550426,1.050733
6.729404326,1.049018
6.73225802,1.044014
6.73511151,1.039241
6.737964794,1.036157
6.740817874,1.034617
6.743670748,1.033634
6.746523416,1.031619
6.749375879,1.029919
6.752228136,1.031197
6.755080188,1.033763
6.757932034,1.033969
6.760783674,1.033232
6.763635108,1.035177
6.766486336,1.039252
6.769337358,1.041407
6.772188174,1.039051
6.775038783,1.034741
6.777889186,1.03177
6.780739383,1.029215
6.783589373,1.02563
6.786439156,1.022498
6.789288733,1.02093
6.792138103,1.020739
6.794987266,1.021314
6.797836222,1.0205
6.800684971,1.018768
6.803533513,1.019594
6.806381847,1.022432
6.809229974,1.024227
6.812077894,1.025072
6.814925606,1.026052
6.817773111,1.026226
6.820620408,1.025166
6.823467497,1.0247
6.826314378,1.025427
6.829161052,1.026826
6.832007517,1.028418
6.834853774,1.02806
6.837699824,1.025026
6.840545664,1.022237
6.843391297,1.020669
6.846236721,1.017576
6.849081936,1.013996
6.851926943,1.013379
6.854771741,1.015891
6.85761633,1.019001
6.86046071,1.019086
6.863304882,1.015553
6.866148844,1.011297
6.868992597,1.009979
6.871836141,1.010249
6.874679475,1.006494
6.877522601,1.00186
6.880365516,1.002118
6.883208222,1.00455
6.886050719,1.0051
6.888893005,1.003414
6.891735082,1.00205
6.894576949,1.00331
6.897418606,1.007122
6.900260052,1.010972
6.903101289,1.012674
6.905942315,1.014397
6.908783131,1.016566
6.911623736,1.016338
6.914464131,1.014074
6.917304315,1.011826
6.920144289,1.010678
6.922984052,1.009943
6.925823604,1.007804
6.928662944,1.004221
6.931502074,1.001705
6.934340993,1.00131
6.9371797,1.000048
6.940018196,0.998564
6.942856481,0.999746
6.945694554,1.001215
6.948532416,1.001101
6.951370066,0.999339
6.954207504,0.996847
6.957044731,0.99634
6.959881745,0.998746
6.962718547,1.003042
6.965555138,1.007159
6.968391516,1.010835
6.971227682,1.014678
6.974063635,1.015286
6.976899377,1.012797
6.979734905,1.010877
6.982570221,1.009051
6.985405324,1.008219
6.988240215,1.00952
6.991074892,1.010507
6.993909357,1.009265
6.996743609,1.006693
6.999577647,1.005243
7.002411472,1.004893
7.005245084,1.005742
7.008078483,1.00782
7.010911668,1.009971
7.013744639,1.013791
7.016577397,1.017986
7.019409941,1.018759
7.022242272,1.015272
7.025074388,1.00941
7.02790629,1.005173
7.030737979,1.004322
7.033569453,1.004252
7.036400713,1.004445
7.039231758,1.007018
7.042062589,1.010403
7.044893206,1.012614
7.047723608,1.013794
7.050553795,1.012992
7.053383768,1.010461
7.056213525,1.007979
7.059043068,1.006437
7.061872396,1.004558
7.064701508,1.00096
7.067530406,0.997873
7.070359088,0.997978
7.073187555,1.000191
7.076015806,1.001692
7.078843842,1.002967
7.081671662,1.004824
7.084499266,1.005809
7.087326655,1.007077
7.090153827,1.008824
7.092980784,1.008063
7.095807524,1.006848
7.098634049,1.009064
7.101460357,1.012029
7.104286449,1.012197
7.107112325,1.01071
7.109937984,1.009532
7.112763426,1.008611
7.115588652,1.006827
7.118413661,1.004232
7.121238453,1.001966
7.124063028,1.000359
7.126887386,1.000434
7.129711527,1.00353
7.132535451,1.008651
7.135359158,1.013056
7.138182647,1.014681
7.141005919,1.01318
7.143828974,1.008898
7.14665181,1.004392
7.149474429,1.002118
7.152296831,1.000364
7.155119014,0.998504
7.157940979,0.999149
7.160762727,1.000606
7.163584256,0.997923
7.166405567,0.991216
7.16922666,0.984989
7.172047534,0.983004
7.17486819,0.985779
7.177688627,0.991797
7.180508846,0.998986
7.183328846,1.005555
7.186148627,1.011783
7.188968189,1.016812
7.191787532,1.018358
7.194606657,1.017545
7.197425562,1.016279
7.200244247,1.014195
7.203062714,1.011731
7.205880961,1.011015
7.208698988,1.010584
7.211516796,1.008516
7.214334384,1.006978
7.217151753,1.006206
7.219968901,1.004146
7.22278583,1.002213
7.225602539,1.00173
7.228419027,1.000841
7.231235296,1.00085
7.234051344,1.003897
7.236867172,1.007866
7.239682779,1.010913
7.242498166,1.013505
7.245313332,1.015226
7.248128277,1.015303
7.250943002,1.014546
7.253757506,1.013305
7.256571788,1.011313
7.25938585,1.00932
7.262199691,1.00772
7.26501331,1.007042
7.267826708,1.007297
7.270639885,1.007867
7.27345284,1.008639
7.276265574,1.00962
7.279078086,1.010134
7.281890376,1.008367
7.284702445,1.00577
7.287514291,1.004234
7.290325916,1.002925
7.293137318,1.003903
7.295948499,1.007766
7.298759457,1.01188
7.301570192,1.016086
7.304380706,1.020546
7.307190997,1.024309
7.310001065,1.025557
7.31281091,1.024055
7.315620533,1.022144
7.318429933,1.020466
7.32123911,1.019036
7.324048064,1.017566
7.326856795,1.016361
7.329665303,1.01671
7.332473587,1.018462
7.335281648,1.021292
7.338089486,1.024687
7.3408971,1.027463
7.343704491,1.028057
7.346511657,1.027556
7.3493186,1.027355
7.35212532,1.026199
7.354931815,1.024317
7.357738086,1.022543
7.360544133,1.019971
7.363349956,1.015955
7.366155554,1.012839
7.368960928,1.010893
7.371766078,1.008999
7.374571003,1.010551
7.377375703,1.014479
7.380180179,1.018209
7.38298443,1.023513
7.385788456,1.028962
7.388592257,1.030776
7.391395833,1.027752
7.394199184,1.022464
7.397002309,1.017569
7.399805209,1.015062
7.402607884,1.014263
7.405410333,1.013757
7.408212557,1.018616
7.411014555,1.029238
7.413816327,1.037237
7.416617874,1.038653
7.419419194,1.034949
7.422220289,1.028059
7.425021157,1.020739
7.4278218,1.015718
7.430622216,1.012311
7.433422405,1.010655
7.436222369,1.014062
7.439022105,1.020639
7.441821615,1.024736
7.444620899,1.025803
7.447419955,1.025625
7.450218785,1.023092
7.453017388,1.019326
7.455815764,1.018391
7.458613912,1.019342
7.461411834,1.019609
7.464209528,1.01978
7.467006995,1.020242
7.469804234,1.021453
7.472601246,1.022935
7.47539803,1.023171
7.478194586,1.022266
7.480990915,1.021745
7.483787016,1.023538
7.486582889,1.026323
7.489378533,1.027672
7.49217395,1.027656
7.494969138,1.027467
7.497764099,1.028199
7.50055883,1.027268
7.503353333,1.024558
7.506147608,1.023609
7.508941654,1.024029
7.511735471,1.024728
7.51452906,1.02529
7.517322419,1.025172
7.52011555,1.024353
7.522908451,1.024281
7.525701123,1.02463
7.528493567,1.023971
7.53128578,1.025671
7.534077765,1.030171
7.536869519,1.033168
7.539661045,1.034434
7.54245234,1.034905
7.545243406,1.032588
7.548034242,1.028108
7.550824848,1.024894
7.553615224,1.024108
7.55640537,1.025125
7.559195285,1.027834
7.561984971,1.031386
7.564774426,1.033881
7.567563651,1.035765
7.570352645,1.036606
7.573141408,1.034927
7.575929941,1.034081
7.578718243,1.036218
7.581506315,1.039432
7.584294155,1.041187
7.587081764,1.041453
7.589869142,1.042332
7.592656289,1.042754
7.595443205,1.040975
7.598229889,1.038433
7.601016342,1.037894
7.603802563,1.039118
7.606588553,1.039979
7.609374311,1.038736
7.612159837,1.035907
7.614945131,1.034082
7.617730193,1.032352
7.620515024,1.029981
7.623299622,1.029178
7.626083988,1.030481
7.628868121,1.032197
7.631652023,1.032701
7.634435691,1.033376
7.637219127,1.035019
7.640002331,1.036713
7.642785302,1.037905
7.64556804,1.037243
7.648350545,1.036959
7.651132817,1.039735
7.653914856,1.042485
7.656696662,1.042624
7.659478235,1.041859
7.662259574,1.041378
7.66504068,1.040505
7.667821552,1.038578
7.670602191,1.035909
7.673382596,1.034635
7.676162768,1.036762
7.678942705,1.040471
7.681722409,1.043018
7.684501879,1.044859
7.687281115,1.046258
7.690060116,1.045944
7.692838883,1.043653
7.695617416,1.041081
7.698395715,1.039887
7.701173778,1.041176
7.703951608,1.044707
7.706729203,1.048562
7.709506562,1.051699
7.712283688,1.052913
7.715060578,1.050951
7.717837233,1.046776
7.720613653,1.042415
7.723389838,1.0388
7.726165787,1.035968
7.728941501,1.034184
7.73171698,1.033671
7.734492224,1.035507
7.737267231,1.039675
7.740042003,1.042689
7.742816539,1.042653
7.74559084,1.042231
7.748364904,1.044382
7.751138733,1.047059
7.753912325,1.047173
7.756685681,1.044791
7.759458801,1.040974
7.762231684,1.038495
7.765004331,1.03744
7.767776741,1.034672
7.770548915,1.032317
7.773320852,1.033788
7.776092553,1.037631
7.778864016,1.041466
7.781635242,1.044653
7.784406232,1.04676
7.787176984,1.046513
7.789947499,1.045193
7.792717777,1.042665
7.795487818,1.038571
7.798257621,1.03657
7.801027186,1.035754
7.803796514,1.033794
7.806565604,1.033317
7.809334456,1.036238
7.81210307,1.040456
7.814871447,1.045128
7.817639585,1.050602
7.820407485,1.054221
7.823175147,1.055663
7.825942571,1.055474
7.828709756,1.052553
7.831476703,1.047959
7.834243411,1.044677
7.837009881,1.043658
7.839776112,1.042168
7.842542104,1.0409
7.845307857,1.039753
7.848073371,1.03736
7.850838646,1.036944
7.853603682,1.037794
7.856368479,1.037491
7.859133036,1.037282
7.861897354,1.039092
7.864661433,1.041089
7.867425272,1.039313
7.870188871,1.03629
7.872952231,1.034738
7.875715351,1.033881
7.87847823,1.033721
7.88124087,1.032914
7.88400327,1.032274
7.88676543,1.033738
7.889527349,1.035643
7.892289028,1.037003
7.895050467,1.038243
7.897811665,1.039626
7.900572622,1.040994
7.903333339,1.041526
7.906093815,1.040412
7.90885405,1.036593
7.911614045,1.031381
7.914373798,1.027161
7.91713331,1.023734
7.919892582,1.021685
7.922651611,1.021312
7.9254104,1.020464
7.928168947,1.018849
7.930927253,1.018386
7.933685317,1.019231
7.936443139,1.018753
7.93920072,1.017279
7.941958058,1.017408
7.944715155,1.019483
7.94747201,1.023286
7.950228623,1.027524
7.952984993,1.029556
7.955741121,1.028847
7.958497007,1.028507
7.961252651,1.029678
