,r,T
227,4.041,-4.724248563036888
228,4.08,-4.821463890259492
229,4.101,-4.6948183696836265
230,4.161,-4.748797834165654
231,4.172,-4.906943424595354
232,4.219,-4.893929618816809
233,4.229,-5.080945911619916
234,4.278,-5.105192917932701
235,4.288,-5.299328499119371
236,4.325,-5.2422500523614595
237,4.343,-5.444218013608316
238,4.4,-5.542379737601117
239,4.404,-5.6899942307172156
240,4.461,-5.655322598708203
241,4.462,-5.796529816383752
242,4.522,-5.753268356574317
243,4.527,-5.906187769076937
244,4.582,-5.86669004132711
245,4.589,-6.035796564801954
246,4.643,-6.036362004053046
247,4.65,-6.210115846026348
248,4.705,-6.207408529376705
249,4.71,-6.373721339999968
250,4.767,-6.494434557031582
251,4.768,-6.34841086079966
252,4.812,-6.5334529004380055
253,4.829,-6.393018458271304
254,4.875,-6.552438246410638
255,4.89,-6.404514613837206
256,4.942,-6.58261526472056
257,4.951,-6.434318378126843
258,5.011,-6.50215516931896
259,5.016,-6.668464128192815
260,5.071,-6.6159218416145675
261,5.076,-6.78931330222731
262,5.132,-6.770758889003453
263,5.138,-6.952904510598693
264,5.193,-6.932701902111013
265,5.194,-7.099592779872673
266,5.247,-7.054997932179136
267,5.297,-7.4334327992003475
268,5.348,-7.507610057483292
269,5.358,-7.724759500095928
270,5.407,-7.70247603274623
271,5.415,-7.9217845271717096
272,5.47,-7.946906221894644
273,5.474,-8.141543651899912
274,5.533,-8.125434075668172
275,5.533,-8.302132592253917
276,5.583,-8.368309669501224
277,5.595,-8.202162020917502
278,5.65,-8.420527568082544
279,5.655,-8.247384728142906
280,5.716,-8.33634855987
281,5.716,-8.509833791078329
282,5.776,-8.429486298401546
283,5.777,-8.61543644890852
284,5.838,-8.721351390978793
285,5.838,-8.537758974295327
286,5.882,-8.75697032174995
287,5.9,-8.568740691315691
288,5.945,-8.718153829515103
289,5.962,-8.505448647510386
290,6.001,-8.651788309084672
291,6.022,-8.420017089395015
292,6.061,-8.572805018287266
293,6.076,-8.434049890106673
294,6.118,-8.520687435837711
295,6.139,-8.235653835266486
296,6.194,-8.366062368746219
297,6.234,-8.27199111730247
298,6.242,-8.49708791347625
299,6.292,-8.562083990722732
300,6.298,-8.783660507339913
301,6.351,-8.745329628068559
302,6.359,-8.988101614718135
303,6.412,-8.98798411198299
304,6.42,-9.226916903976147
305,6.473,-9.20762037078067
306,6.48,-9.44742468202307
307,6.534,-9.42659890679948
308,6.541,-9.665519387821425
309,6.596,-9.649508908813408
310,6.602,-9.889242035826218
311,6.64,-10.030335760974078
312,6.656,-9.858980693458028
313,6.706,-9.953476539328742
314,6.734,-10.352089453840609
315,6.79,-10.407554889115298
316,6.844,-10.652997868954897
317,6.848,-10.433852830097699
318,6.904,-10.70852156803394
319,6.909,-10.48552953350886
