,r,T
125,12.27,-5.469591277005532
126,12.27,-6.300785031514059
127,12.34,-3.145664286201537
128,12.37,-0.7924553134891107
129,12.42,0.5510472354854337
130,12.54,2.4561760187555635
131,12.69,3.2499904998495794
132,12.84,1.0606268733435125
133,12.92,-0.6524581644777323
134,12.99,-2.6553665762416
135,13.08,-4.477835244197439
136,13.22,-6.072372731235839
137,13.42,-5.668544124446018
138,13.6,-2.713342938140103
139,13.81,-0.9868252988222942
140,13.98,-2.8925337483188263
141,14.03,-4.423145485195786
142,14.07,-5.752272167470256
143,14.11,-7.158612771809042
144,14.15,-8.74688380361935
145,14.19,-10.344531576907762
146,14.22,-11.766712183113375
147,14.25,-12.845270113155355
148,14.28,-13.768584265649826
149,14.32,-14.669775873237503
150,14.32,-15.465249635377846
151,14.46,-17.12906124038858
152,14.53,-18.034844727915328
153,14.68,-16.701284158114454
154,14.73,-14.638159355039543
155,14.77,-13.676295775279621
156,14.82,-11.787424339130796
157,14.9,-9.999494904722043
158,14.94,-8.315313821301286
159,15.01,-4.657927621125552
160,15.04,-3.185634923754488
161,15.04,-3.8339376713509825
162,15.07,-1.2437451296162387
163,15.1,0.18519019330101064
164,15.14,2.0151824022341707
165,15.18,3.794609824846848
166,15.22,5.770048838888762
167,15.24,6.437303461740484
168,15.24,6.9980250271525515
169,15.28,7.958893038284673
170,15.38,9.54216458415974
171,15.52,6.3652329502065115
172,15.55,4.1731639741683875
173,15.59,1.9794790026764497
174,15.69,-4.289404186442335
175,15.77,-8.971820631532056
176,15.79,-10.149670660812827
177,15.91,-11.46125333172855
178,16.05,-8.340278786783099
179,16.1,-5.590980671222158
180,16.14,-4.2139000452822755
181,16.2,0.25711641952660763
182,16.24,1.4586378964995994
183,16.35,3.6034714697080243
184,16.47,1.3782998367956623
185,16.47,0.8733192931420792
186,16.51,0.16079515478728318
187,16.61,-6.074908293031261
188,16.68,-11.74880493349079
189,16.71,-14.652898099290184
190,16.75,-17.05641719475381
191,16.81,-19.500505711800148
192,16.95,-21.705019295685723
193,17.09,-18.77117594215222
194,17.13,-16.813108879238815
195,17.16,-15.257954932833584
196,17.19,-14.0134941480878
197,17.19,-14.540550343922959
198,17.23,-12.02992754262505
199,17.23,-12.877665772018549
200,17.25,-10.769563631190024
201,17.29,-8.345995370700969
202,17.29,-9.303957475722392
203,17.35,-6.345554418066971
204,17.37,-5.283145080095106
205,17.45,-1.9984867884886752
206,17.6,0.647552463992938
207,17.76,0.04484387384336049
208,17.84,-2.372630496646422
209,17.94,-4.749857923217713
210,18.08,-7.547558709753116
211,18.21,-8.543763275046414
212,18.44,-6.017593226772376
213,18.5,-4.1006786423728325
214,18.62,-6.420284288190955
215,18.69,-8.400871041322466
216,18.75,-10.851833310459849
217,18.9,-14.009923086705482
218,18.91,-15.599828149633153
219,18.91,-13.202897842776533
220,19.04,-10.714736656860106
221,19.07,-8.266256455740065
222,19.11,-5.459438641281632
223,19.14,-3.8186311644118804
224,19.18,-0.8744959398318878
225,19.22,1.0191376329199007
226,19.24,2.442923413181199
227,19.24,3.386780186455752
228,19.4,5.89917697562015
229,19.55,2.7220505565006134
230,19.55,1.7559341672763038
231,19.59,0.43104875164155493
232,19.62,-2.4649868011115648
233,19.65,-4.524989270113213
234,19.69,-6.110232835440515
235,19.73,-8.673332924821436
236,19.84,-11.16493567605591
237,19.92,-12.166333430310944
238,20.08,-8.43171887954005
239,20.27,-5.79083313756037
240,20.42,-9.228566959242679
241,20.44,-12.006159423776218
242,20.47,-13.787770965244437
243,20.47,-14.544610532500666
244,20.51,-16.216918377895144
245,20.55,-19.028292361678826
246,20.58,-21.335078979274254
247,20.61,-23.6559442358345
248,20.65,-25.7353588502251
249,20.78,-28.918108789238605
250,20.78,-30.372259412647697
251,20.92,-25.5511678326846
252,20.96,-23.02187523390933
253,20.98,-19.426451277276
254,21.06,-12.629383220497282
255,21.09,-10.959282218894426
256,21.16,-4.221642394929749
257,21.23,1.255902609700027
258,21.35,5.521780715898332
259,21.37,4.1008914632026885
260,21.51,3.0182286161374017
261,21.57,0.2100758018632161
262,21.73,-1.4720326231027148
263,21.89,3.3715977648818547
264,22.04,6.646300730923589
265,22.09,8.294850557440812
266,22.19,7.732083747782514
267,22.19,4.77852380685938
268,22.22,3.093808867797628
269,22.22,1.9957471711958805
270,22.25,0.2166984975176893
271,22.29,-1.7021312579225851
272,22.32,-3.628639877474648
273,22.32,-4.590748742258807
274,22.37,-6.914459665813507
275,22.42,-9.58008709176029
276,22.47,-11.926031299195968
277,22.63,-15.46632492163852
278,22.81,-17.303210000466088
279,23.04,-18.300455944972594
280,23.25,-18.46725697572104
281,23.35,-15.411773892960877
282,23.44,-12.180444533470144
283,23.51,-9.003777374487171
